akk;en
 ga-nam lu2 ^ĝiš-mar-ra-ke4 me^!--ni ugu-na um-da-šub-ba X […]  ^ĝiš-mar-ra-ni gu2-un um-kud-ku5-ru-a ^ĝiš-mar-/ra-ni-ta u3\-[…]  me-ni e2-a-na u3-da-an-de6 e2-a-ni-ta ba-ra-/šub\-[ba]  amar ^ĝiš-mar-ra zu2 bi2-in-tum3-/tum3\-a-ni e2-a-na ab-ta-an-[tur^?-]-tur^?-  gu3-ra X e2 AŠ ur-ke4 A ĝiš ad-bi ĝeštug2-ĝa2^?- u3-un-ḫal-ḫa nu-mu-da-zi-zi  gu2-un-na-ni bur2-bur2-da ensi2^?- gu-la an-dib-ba nu-mu-un-da-/gi^?-\-gi ;" ""Well now, the owner of the waggon, after he has abandoned his ……, and the load has been removed from his waggon, and …… from his waggon, and after he has brought his …… into his house, …… will be made to leave his house. His calf that began to chew up the waggon's load will be …… in his house. When he has approached …… the open-armed hero, the king, having learnt about his case, will make his …… leave his {waste ground} { location}. …… the ox, …… has partaken of my wisdom, shall not oppose it. His load, ……, will not return ."""
 lugal-e se2-ek-rum-ta ed2-da-ni-ta  lu2 1(DIŠ)^?- šag4-ga-ni A^?- šag4-ga-ni ba-an-ši-ib2-si  lu2 dam-a-ni ḫul an-gig-ga-am3 dam-a-ni-ta ba-an-da-ĝen  lu2 me-ni me-ni ba-an-da-/šub^?-\  inim galam-galam-ma dumu adab^ki--ke4-ne  inim galam-galam-ma-ta di in-dab5-dab5-be2  DIŠ ^d-pa5-niĝin3-ĝar-ra pap-šeš-ne-ne um-mi-a diĝir adab^ki--ke4 dub-sar-bi ; When the king came out from the cloistered lady's presence, each man's heart was dissatisfied. The man who hated his wife left his wife. The man …… his …… abandoned his ……. With elaborate words, with elaborate words, the case of the citizens of Adab was settled. Pa-niĝin-ĝara, their sage, the scholar, the god of Adab, was the scribe.
 nam-zid-tar-ra ^d-en-lil2 mu-zal-le  inim in-na-an-dug4  me-ta-am3 nam-zid-tar-ra  e2 ^d-en-lil2-la2-ta  bal gub-ba-ĝu10 bi2-silim-ma-am3  ki gudug-e-ne-ka udu-bi-da i3-gub-bu-nam  e2-ĝu10-še3 al-du-un  nam-mu-un-gub-be2-en  ĝiri3-ĝu10 ud tab2-tab2  a-ba-am3 za-e-me-en lu2  ;" Nam-zid-tara walked by Enlil, who said to him: ""Where have you come from, Nam-zid-tara?"" ""From Enlil's temple. My turn of duty is finished. I serve at the place of the gudug priests, with their sheep. I am on my way home. Don't stop me; I am in a hurry. Who are you who asks me questions?"""
 ĝe26-e ^d-en-lil2-me-en  ^d-en-lil2-le igi-ni mu-ni-in-gi4  uga^mušen--aš u3-mu-ni-in-kur9  gu3 al-de2-de2-e  uga^mušen- nu-me-en ^d-en-lil2-me-en  nam mu-tar-ra ĝe26-e ^d-en-lil2-me-en a-gin7 bi2-zu ;" ""I am Enlil."" But Enlil had changed his appearance: he had turned into a raven and was croaking. ""But you are not a raven, you really are Enlil!"" ""How did you recognise that I am Enlil, who decrees the destinies?"""
 ud en-me-šar2-ra šeš ad-da-zu LU2×KAR2-da-a  nam-^d-en-lil2 ba-e-de6-a ud-de3 en-gin7 nam /ga\-zu-e-še ;" ""When your uncle En-me-šara was a captive, after taking for himself the rank of Enlil, he said: ""Now I shall know the fates, like a lord."""""
 kug ḫe2-tuku za ḫe2-tuku gud ḫe2-tuku udu ḫe2-tuku  ud nam-lu2-u18-lu al-ku-nu  niĝ2-tuku-zu me-še3 e-tum3-ma  ^d-en-lil2-me-en nam mu-tar-ra  a-ba-am3 mu-zu ;" ""You may acquire precious metals, you may acquire precious stones, you may acquire cattle or you may acquire sheep; but the day of a human being is always getting closer, so where does your wealth lead? Now, I am indeed Enlil, who decrees the fates. What is your name?"""
 nam-zid-tar-ra mu-ĝu10-um  mu-zu-gin7 nam-zu ḫe2-tar-re  e2 lugal-za-ka e3-a  ibila-zu e2-ĝa2  ḫe2-en-dib-dib-be2-ne ;" ""My name is Nam-zid-tara ."" ""Your fate shall be assigned according to your name: leave the house of your master, and your heirs shall come and go regularly in my temple."""
 ^m-lugal-nesaĝ-e dumu zu-zu um-mi-a nibru^ki--ke4  tu6-ni-lu2-sag9 ur kiĝ2-gi4-a-ka-ni ^d-nin-tin-ug5-ga-ra mu-na-an-dim2  nam-bi-še3 ur-e nin-a-ni-ir kun mu-na-ab-gun3-gun3 zu2 mu-na-ab-/ra^?--aḫ^?-\  nin an ki-bi šukur2 šum2-ma aĝrig ^d-en-lil2-la2  a2-sag3 simx(GIG)-ma šag4-bi bar ak ĝiri3-pax(PAD)-ra2 igi bar-re  sa nam-til3-la sa nam-uš2-a-ka igi saĝ5-saĝ5 niĝ2-keše2-bi sag9-ge  niĝ2 ra-aḫ-a dug4-ga  ki gig-bi zu-zu  a-zu sag9-ge šim-mu2 tur5-ra-ta šag4 lu2-ulu3 igi du8 ;" Lugal-nesaĝe the son of Zuzu, the master-scribe of Nibru, has fashioned for Nintinuga his messenger dog Tuni-lu-sag. That is why the dog will wag his tail or chew for his mistress the queen of heaven and earth, the provider of food, the stewardess of Enlil, the sweet breast satisfying all lands, the bringer of abundance, who can diagnose the intentions of the virulent asag demon and who checks people's bones; who examines the sinews of life and the sinews of death, comforting those joints; who knows every sick spot where there is affliction, torment or distress -- the kindly physician, the exorcist to the sick, who looks after the hearts of humans."
 nin-ĝu10 mu-un-dim2-en-na  tu6-ni-lu2-sag9 mu-še3 mu-un-sa4  X X-an-sag9-ga mu-še3 mu-sa4  [X]-ga-DI zi-pa-aĝ2 u3-mu-ni-[X X] a2-/sag3\ zi ba-an-/da\-[X]  [X]-ĝu10 mu-zu-ta im-da-an-/pad3^?-\  nam-gur4-ra-zu ki-zu i3-kiĝ2-ĝe26  tu6-ni-lu2-sag9 mu-še3 mu-un-sa4  ud til3-la-ĝa2 igi ḫu-mu-un-du8  ud ba-ug7-en kur-ra a sig9-ga ḫu-mu-un-na8-[na8] ; My lady, what I have fashioned I have named with the name Tuni-lu-sag, I call by the name ……. He will …… the throat, and the asag demon will be pacified . My …… will be uttered alongside your name. Your importance ……. I have named him with the name Tuni-lu-sag. May Nintinuga look after me during my life, and when I die may she provide me with clear water in the nether world.
 nibru^ki--ta-lu2  dumu lugal-šuba dam-gar3-ra-ke4  ^d-nergal-ra  ḫa-zi-in nagga mu-na-ni-in-dim2  ĝiš-bi ^ĝiš-ar-ga-nu-um ḫur-saĝ-ĝa2  a-lal3-e dirig-ga-am3  na4-bi an-ta-sur-ra-am3  gaba-ri nu-tuku-am3  ḫe2-sag3-ge a2-ni na-an-kuš2-u3 ;" Nibruta-lu, the son of the merchant Lugal-šuba, has had this tin axe made for Nergal. Its wooden part is of arganum tree of the mountains, a wood which is superior even to the alal stone; its stone part is of antasura, a stone which has no equal. The arm of the man who strikes with it will never get tired."
 ḫe2-eb2-ta-TAR-e  ga-mu-na-ab-silim    ki-bi ga-mu-na-ab-gi4  ud til3-la-ĝa2 igi ḫu-mu-un-du8  ud ba-ug7-en kur-ra  a sig9-ga ḫu-mu-un-na8-na8 ; Should it break, I will repair it for Nergal. Should it disappear, I will replace it for him. May Nergal look after me during my life, and may he provide me with clean water in the underworld after my death.
 kišib mu sar ur-DUN dam-gar3-ra   inim pu-uḫ2-ru-um-ma-ta  niĝir-e sila-sila-a si gu3 ba-ni-in-ra  lu2 na-me niĝ2 na-me ugu-na li-bi2-in-tuku ; A seal inscribed with the name of Ur-DUN, the merchant, was lost. In accordance with the word of the assembly, the herald has sounded the horn throughout all the streets: no one now has any claim against him.
 ^m-lugal-me-lem4 ensi2 saĝĝa  KA-KA-ne-ne^?- ba-an-me-eš kišib-ba-ne-ne in-X-eš  ^m-zu-zu um-mi-a  ^m-si-du3 dub-sar  ^m-al-lub /aĝrig\  ^m-ba-an-sag9-ge-en gala  ^m-ul-li2-a ḫa-za-nu-um  niĝir lu2-ki-inim-ma-[me] ;" {Lu-Suena} { Lu-gena} , the governor-general; Lugal-melem, the governor and temple administrator { were their …… and …… their seals} ; Zuzu, the scholar; Si-du, the scribe; Allub, the steward; Bansagen, the lament singer; Ullia, the mayor; and the herald are the witnesses."
" ku6-ĝu10 e2 ma-ra-an-du3 /araḫ4\ [ma-ra-an-du3]  e2-a e2 dirig-ga amaš gid2-da ma-/ra\-[an-du3]  šag4-bi na-izi tug2 ma-ra-mur10 ki šag4 ḫul2-le a asila ma-ra-[X]  e2 gu ḫa-la-ḫa-la-ba na-an-na-te kuš3-kuš3-ta /mu\-[…]  e2-e niĝ2-gu7 i3-ĝal2 niĝ2-gu7 saĝ-ĝa2-ba  e2-e niĝ2-gu7 i3-ĝal2 niĝ2-gu7 silim-ma-ba  e2 ki kaš de2-a-zu nim nu-mu-un-bu-bu-bu  mu ḪAR-da-zu du6-da ĝiri3 kur2 nu-ĝal2-la  zag-du8 ^ĝiš-si-ĝar-bi zid2 dub-dub-bu niĝ2-na-e ĝar-ra  e2-e ir-bi tir šim ^ĝiš-erin-na-gin7 ir-si-bi ba-ur5  e2-e kaš mu-un-ĝal2 kaš sig5-ga mu-un-ĝal2  &amp;kaš;dida-imĝaĝa ninda ku7-ku7-da-bi gi ĝar-re-eš mu-un-ĝal2 ";" My fish, I have built you a home! My fish, I have built you a house, I have built you a store! I have built you a house bigger than a house, in fact a large sheepfold. Inside there is incense, and I have covered it with cloths for you; in this happy place, I …… water of joy for you; a house not bothered by cords dividing the plots, …… in the gutters. In the house, there is food, food of the best quality. In the house, there is food, food in good condition. No flies buzz around in your house where beer is poured out. Your reputation …… cannot be alienated . The threshold and the door-bolt, the ritual flour and the incense-burner are all in place. The scent and fragance in the house are like an aromatic cedar forest. In the house, there is beer, there is good beer. There is sweet beer, and honeyed cakes, ……."
 zu-a-zu ḫe2-em-du  kal-la-zu ḫe2-em-du  ad-da pap-bil2-ga-zu ḫe2-em-du  dumu šeš-gal-zu dumu šeš-ban3-da-zu ḫe2-em-du  di4-di4-la2-zu gal-gal-zu ḫe2-em-du  dam-zu dumu-zu ḫe2-em-du  gu5-li-zu dub3-us2-sa-zu ḫe2-em-du  murum5 ušbar-zu ḫe2-em-du  ildum2 bar nam-ga-kur9-ra-zu-uš ḫe2-em-du  dumu gu7-li-zu nam-mu-ni-ib-da13-da13-a  da-a-zu nam-me-eš nam-mu-ni-in-da13-da13 ; Let your acquaintances come! Let your dear ones come! Let your father and grandfather come! Let the sons of your elder brother and the sons of your younger brother come! Let your little ones come, and your big ones too! Let your wife and your children come! Let your friends and companions come! Let your brother-in-law and your father-in-law come! Let the crowd by the side of your front door come! Don't leave your friends' children outside! Don't leave your neighbours outside, whoever they may be!
 kur9-ra-ma-ni-ib dumu ki aĝ2-ĝu10  kur9-ra-ma-ni-ib dumu sag9-ga-ĝu10  ud nam-zal-e ĝi6 nam-sa2-e  iti6 e2^?--ba nam-ba-ni-ib-ku4-ku4  ud me-e-zal-la-a-gin7 ĝi6 me-e-sa2-a-gin7  kur9-ra ba-ni-ḫuĝ-ĝe26 ki-ĝar ma-ra-ab-du7  šag4-ba dur2 ĝar X   ku6-ĝu10 lu2 nu2-a ba-ra-ab-zi-zi  lu2 tuš-a du14 ba-ra-mu2-mu2 ;" Enter, my beloved son! Enter, my fine son! Don't let the day go by, don't let the night come! The moonlight should not enter that house! But if the day has gone by and the night comes, enter and I will let you relax there; I have made the grounds suitable for you! Inside, I have fixed up a seat for you. My fish, no one who sleeps there will be disturbed; no one who sits there will get involved in a quarrel."
 kur9-ra-ma-ni-ib dumu ki aĝ2-ĝu10  kur9-ra-ma-ni-ib dumu sag9-ga-ĝu10  id2 mun-na-gin7 pa5 na-an-zu-zu  saḫar-ĝar id2-da-gin7 zi-zi na-an-zu-zu-u3  a zal-le-gin7 nu2^!--zu na-an-ba-la2-e  iti6 e2-ba nam-ba-ni-in-ku4-ku4 ; Enter, my beloved son! Enter, my fine son! As if you were in a river with brackish water, don't go investigating any canals! As if you were in silt settled on the riverbed, may you not be able to get up! As if you were in flowing water, you should not fix your bed! The moonlight should not enter that house!
 na-an-ga-ba-e-da-du-e igi-zu ki-ĝu10-uš-še3  [X]-/gin7\ ki mur gu7-zu-še3 na-an-ga-ba-e-da-du-e igi-zu ki-ĝu10-uš-še3  ur-gin7 ki si-im-si-im ak-zu-še3 na-an-ga-ba-e-da-du-e igi-zu ki-ĝu10-uš-še3  /tum12^?-\[^mušen-]-/gin7\ ki ab-TU^?- du-zu-še3 na-an-ga-ba-e-da-du-e igi-zu ki-ĝu10-uš-še3  gud-gin7 tur3-zu-še3 udu-gin7 amaš-[zu-še3] na-an-ga-ba-e-da-du-e igi-zu ki-ĝu10-uš-še3 ; And may you not succeed in getting away: face towards me! And may you not succeed in getting away like a …… to your lair: face towards me! And may you not succeed in getting away like a dog to where you go sniffing: face towards me! And may you not succeed in getting away like a …… to where you ……: face towards me! And may you not succeed in getting away like a bull to your cattle-pen, like a sheep to your sheepfold: face towards me!
 a2-še gud-gin7 tur3-zu-še3 X […]  kur9-ra-ma-ni ^d-/suen\ [ḫe2-en-da-ḫul2-ḫul2]  a2-še udu-gin7 amaš-/zu\-[še3 …]  kur9-ra-ma-ni ^d-dumu-zid-/de3\ [ḫe2-en-da-ḫul2-ḫul2]  gud-gin7 tur3-zu-še3 saĝ il2-[la-zu-ne]  en ^d-aš-im2-babbar ^d-suen [ḫe2-en-da-ḫul2-ḫul2]  udu-gin7 amaš-a saĝ [il2-la-zu-ne]  ^d-dumu-zid ^lu2-sipad [ḫe2-en-da-ḫul2-ḫul2]  nam-ba-an-da-X […] ; Now, just …… like a bull to your cattle-pen! Enter for me, and Suen will be delighted with you! Now, just …… like a sheep to your sheepfold! Enter for me, and Dumuzid will be delighted with you! When you lift your head like a bull towards your cattle-pen, Lord Ašimbabbar Suen will be delighted with you! When you raise your head like a sheep in the sheepfold, Dumuzid the shepherd will be delighted with you! 15 lines fragmentary or missing
" ku6 KAŠ4 ba-ba zag nam DAG-ge  ku6-ĝu10 ku6 ḫi-a ḫe2-ga-me-da-an-ku4-ku4  sun4^?- sag9-sag9 u2-lal3 gu7-/gu7\  ku6-ĝu10 suḫur-gal^ku6--ĝu10 ḫe2-ga-me-da-an-ku4-ku4  ^gi-ub-zal gu7-gu7 KU i3-[…]  ku6-ĝu10 suḫur-tur&lt;^ku6--ĝu10> ḫe2-ga-me-da-[an-ku4-ku4]  nundum gal-gal gi-zi naĝ-ĝa2  ḫa-la ḪI-ḪI […]  gu7-gu7-da-bi […]  ku6-ĝu10 eštub^ku6--ĝu10 ḫe2-en-ga-mu-e-da-[an-ku4-ku4]  ^ĝiš-gi-muš gig2 a-šag4-ga ri-a  šaḫ2 ama gan gu2 id2-da-ka niĝ2-silaĝ-ĝa2 kar-kar-re  ku6-ĝu10 gu2-bi2^ku6--ĝu10 ḫe2-en-ga-mu-e-da-an-ku4-ku4 "; The fish who ……. May all kinds of fish also enter with you, my fish! The one with handsome barbels who eats the honey plant, my suḫur-gal fish: may he also enter with you, my fish! The one who always eats …… reeds, ……, my suḫur-tur fish: may he also enter with you, my fish! The one with big lips, who sucks the gizi reeds, 1 line fragmentary whose food ……, my eštub fish: may he also enter with you, my fish! The black punting-pole, engendered in the fields, the farrowing sow who takes away the dough from the river banks, my gubi fish : may he also enter with you, my fish!
 ku6 šudu3-ba dumu er2 pad3-da-gin7  saĝ-du ^ĝiš-al-la zu2 ^ĝiš-ga-rig2 zu  ĝiri3-pax(PAD)-ra2-bi ^ĝiš-u3-suḫ5 an-na  mu-tun3-na-bi ^kuš-ummud ^d-dumu-zid-da  kuš niĝ2-gu7-a kiĝ2-še3 nu-ĝa2-ĝa2  kun sal-la-bi ^kuš-a2-si šu-KU6-de3-ne  ku6 šu tu11-tu11 kuš ni2-ba gu7-gu7  šag4-ga-ni giri17-ba nu-ĝal2-la  ku6 gaba-ri a2-ur2 dab5-ba  ^kuš-dala2-a gag-še3 bal-bal-a-bi  niĝ2-gig eš3 iri sa2-dug4 nu-ĝa2-ĝa2  ku6-ĝu10 mur^ku6--ĝu10 ḫe2-en-ga-mu-e-da-an-ku4-ku4 ; The one with a spiny tail and a spiny back, who goes ……, my še-suḫur-gal fish: may he also enter with you, my fish! The fish who is like a crying child in its prayers, my še-suḫur-sig fish: may he also enter with you, my fish! With a pickaxe as a head, and having a comb for teeth, the branches of a fir-tree as its bones, Dumuzid's waterskin for its stomach , with a dehaired skin that does not need processing, with its slender tail like the fishermen's whip, the jumping fish, with naturally smoothed skin, with no entrails in its nose, the fish that hides from its adversary, whose sting goes across like a nail, that is taboo and is not placed as an offering in the city's shrines, my mur fish : may he also enter with you, my fish!
" ĝiri3 ku6-a a lu3-lu3 gur-ra  ku6 i3-guru5-a igi du8-de3 dab5-ba  ku6-ĝu10 kiĝ2^ku6--ĝu10 ḫe2-en-ga-mu-e-[da-an-ku4-ku4]  saĝ-du ^na4-kinkin(ḪAR)-šu šu saĝ ur-gir15-/ra\  MURGU LUM-LUM-de3 bar šir du3-du3-de3  ku6 ^u2-X [X] MU nu-gu7 al-/ḪAR\ […]  ku6-ĝu10 ĝir2-gid2^ku6--ĝu10 ḫe2-en-ga-mu-e-[da-an-ku4-ku4]  šag4-niĝin za-pa-aĝ2-bi gu2 bal-bi  ku6-ĝu10 gir^ku6--ĝu10 ḫe2-en-ga-mu-e-&lt;da-an-ku4-ku4>  /ku6\ KU-na sig10-ga ku6 še-er-tab-ba e3 zu-zu  ku6 dug3-ga i3-ĝal2 niĝ2-gig-ga  ku6-ĝu10 ab-suḫur^ku6--ĝu10 ḫe2-en-ga-mu-e-&lt;da-an-ku4-ku4>  ku6 a-KUD du3 ze2 me-ze2-bi ĝar-ra  ku6-ĝu10 a-garx(NUNtenû)-garx(NUNtenû)^ku6--ĝu10 ḫe2-en-ga-mu-e-&lt;da-an-ku4-ku4>  dumu dam-gar3-ra NI GA IM A-ĝu10  ku6-ĝu10 ka-mar^ku6--ĝu10 ḫe2-en-ga-&lt;mu-e-da-an-ku4-ku4>  dumu mar-tu bar-ta tum2-tum2-mu "; The one whose fins churn the troubled waters, a fish who seizes …… at a glance , my kiĝ fish: may he also enter with you, my fish! With a head like a small millstone, …… a dog's head, 1 line unclear the fish who does not eat the …… plants, ……, my ĝir-gid fish: may he also enter with you, my fish! With the noise of his entrails ……, my gir fish: may he also enter with you, my fish! The fish who ……, the fish who knows how to escape through a reed barrier, the fish who despite being tasty is an abomination, my ab-suḫur fish: may he also enter with you, my fish! The fish that causes breaches in dykes, with venom in its jaws, my agargar fish: may he also enter with you, my fish! The one whom the merchants ……, my kamar fish: may he also enter with you, my fish! The one whom the Martu fetch away, my nunbar-gid fish: may he also enter with you, my fish!
" ku6 u2-gu7 nu-gu7-a a pu2 /KA\ […]  ku6-ĝu10 a-zag-gur11^ku6--ĝu10 ḫe2-en-ga-&lt;mu-e-da-an-ku4-ku4>  kuš dugud gar3-ru šu X […]  ku6-ĝu10 /muš\[^ku6--ĝu10 ḫe2-en-ga-mu-e-da-an-ku4-ku4] "; The fish who does not eat edible plants, ……, my azagur fish: may he also enter with you, my fish! The one that …… a heavy skin, ……, my muš fish: may he also enter with you, my fish! approx. 7 lines fragmentary or missing
nan; ……, spotted ……, my ĝiru fish: may he also enter with you, my fish! The one that the children bring in ……, my salsal fish: may he also enter with you, my fish! The one with snake's eyes, a …… mouse's mouth, who …… on riverbanks, approx. 8 lines fragmentary or missing
nan; The one who utters its sinister cry in the marshes and rivers, my akane bird: you would be dangling from its claws, my fish! The one who circles the nets looking for you in the waters where the nets are stretched, my ubure bird: you would be dangling from its claws, my fish! The one with long legs, that laughs, the one from faraway waters, that ……, my egret : you would be dangling from its claws, my fish! The one who does not adorn ……, with the …… of a bird and webbed feet, my kib bird: you would be dangling from its claws, my fish! The one who seizes the quadrupeds that wander into the marshes, my kuda crocodile: you would be dangling from its claws, my fish!
nan; But you won't be dangling from their claws, you won't be snatched up by their feet! Time is pressing, my fish! Just you come to me! Time is pressing! Just you come to me! Nanše, the queen of the fishermen, will be delighted with you.
" ku6-ĝu10 e2 ma-ra-an-du3 /araḫ4\ [ma-ra-an-du3]  e2-a e2 dirig-ga amaš gid2-da ma-/ra\-[an-du3]  šag4-bi na-izi tug2 ma-ra-mur10 ki šag4 ḫul2-le a asila ma-ra-[X]  e2 gu ḫa-la-ḫa-la-ba na-an-na-te kuš3-kuš3-ta /mu\-[…]  e2-e niĝ2-gu7 i3-ĝal2 niĝ2-gu7 saĝ-ĝa2-ba  e2-e niĝ2-gu7 i3-ĝal2 niĝ2-gu7 silim-ma-ba  e2 ki kaš de2-a-zu nim nu-mu-un-bu-bu-bu  mu ḪAR-da-zu du6-da ĝiri3 kur2 nu-ĝal2-la  zag-du8 ^ĝiš-si-ĝar-bi zid2 dub-dub-bu niĝ2-na-e ĝar-ra  e2-e ir-bi tir šim ^ĝiš-erin-na-gin7 ir-si-bi ba-ur5  e2-e kaš mu-un-ĝal2 kaš sig5-ga mu-un-ĝal2  &amp;kaš;dida-imĝaĝa ninda ku7-ku7-da-bi gi ĝar-re-eš mu-un-ĝal2 ";" My fish, I have built you a home! My fish, I have built you a house, I have built you a store! I have built you a house bigger than a house, in fact a large sheepfold. Inside there is incense, and I have covered it with cloths for you; in this happy place, I …… water of joy for you; a house not bothered by cords dividing the plots, …… in the gutters. In the house, there is food, food of the best quality. In the house, there is food, food in good condition. No flies buzz around in your house where beer is poured out. Your reputation …… cannot be alienated . The threshold and the door-bolt, the ritual flour and the incense-burner are all in place. The scent and fragance in the house are like an aromatic cedar forest. In the house, there is beer, there is good beer. There is sweet beer, and honeyed cakes, ……."
 zu-a-zu ḫe2-em-du  kal-la-zu ḫe2-em-du  ad-da pap-bil2-ga-zu ḫe2-em-du  dumu šeš-gal-zu dumu šeš-ban3-da-zu ḫe2-em-du  di4-di4-la2-zu gal-gal-zu ḫe2-em-du  dam-zu dumu-zu ḫe2-em-du  gu5-li-zu dub3-us2-sa-zu ḫe2-em-du  murum5 ušbar-zu ḫe2-em-du  ildum2 bar nam-ga-kur9-ra-zu-uš ḫe2-em-du  dumu gu7-li-zu nam-mu-ni-ib-da13-da13-a  da-a-zu nam-me-eš nam-mu-ni-in-da13-da13 ; Let your acquaintances come! Let your dear ones come! Let your father and grandfather come! Let the sons of your elder brother and the sons of your younger brother come! Let your little ones come, and your big ones too! Let your wife and your children come! Let your friends and companions come! Let your brother-in-law and your father-in-law come! Let the crowd by the side of your front door come! Don't leave your friends' children outside! Don't leave your neighbours outside, whoever they may be!
 kur9-ra-ma-ni-ib dumu ki aĝ2-ĝu10  kur9-ra-ma-ni-ib dumu sag9-ga-ĝu10  ud nam-zal-e ĝi6 nam-sa2-e  iti6 e2^?--ba nam-ba-ni-ib-ku4-ku4  ud me-e-zal-la-a-gin7 ĝi6 me-e-sa2-a-gin7  kur9-ra ba-ni-ḫuĝ-ĝe26 ki-ĝar ma-ra-ab-du7  šag4-ba dur2 ĝar X   ku6-ĝu10 lu2 nu2-a ba-ra-ab-zi-zi  lu2 tuš-a du14 ba-ra-mu2-mu2 ;" Enter, my beloved son! Enter, my fine son! Don't let the day go by, don't let the night come! The moonlight should not enter that house! But if the day has gone by and the night comes, enter and I will let you relax there; I have made the grounds suitable for you! Inside, I have fixed up a seat for you. My fish, no one who sleeps there will be disturbed; no one who sits there will get involved in a quarrel."
 kur9-ra-ma-ni-ib dumu ki aĝ2-ĝu10  kur9-ra-ma-ni-ib dumu sag9-ga-ĝu10  id2 mun-na-gin7 pa5 na-an-zu-zu  saḫar-ĝar id2-da-gin7 zi-zi na-an-zu-zu-u3  a zal-le-gin7 nu2^!--zu na-an-ba-la2-e  iti6 e2-ba nam-ba-ni-in-ku4-ku4 ; Enter, my beloved son! Enter, my fine son! As if you were in a river with brackish water, don't go investigating any canals! As if you were in silt settled on the riverbed, may you not be able to get up! As if you were in flowing water, you should not fix your bed! The moonlight should not enter that house!
 na-an-ga-ba-e-da-du-e igi-zu ki-ĝu10-uš-še3  [X]-/gin7\ ki mur gu7-zu-še3 na-an-ga-ba-e-da-du-e igi-zu ki-ĝu10-uš-še3  ur-gin7 ki si-im-si-im ak-zu-še3 na-an-ga-ba-e-da-du-e igi-zu ki-ĝu10-uš-še3  /tum12^?-\[^mušen-]-/gin7\ ki ab-TU^?- du-zu-še3 na-an-ga-ba-e-da-du-e igi-zu ki-ĝu10-uš-še3  gud-gin7 tur3-zu-še3 udu-gin7 amaš-[zu-še3] na-an-ga-ba-e-da-du-e igi-zu ki-ĝu10-uš-še3 ; And may you not succeed in getting away: face towards me! And may you not succeed in getting away like a …… to your lair: face towards me! And may you not succeed in getting away like a dog to where you go sniffing: face towards me! And may you not succeed in getting away like a …… to where you ……: face towards me! And may you not succeed in getting away like a bull to your cattle-pen, like a sheep to your sheepfold: face towards me!
 a2-še gud-gin7 tur3-zu-še3 X […]  kur9-ra-ma-ni ^d-/suen\ [ḫe2-en-da-ḫul2-ḫul2]  a2-še udu-gin7 amaš-/zu\-[še3 …]  kur9-ra-ma-ni ^d-dumu-zid-/de3\ [ḫe2-en-da-ḫul2-ḫul2]  gud-gin7 tur3-zu-še3 saĝ il2-[la-zu-ne]  en ^d-aš-im2-babbar ^d-suen [ḫe2-en-da-ḫul2-ḫul2]  udu-gin7 amaš-a saĝ [il2-la-zu-ne]  ^d-dumu-zid ^lu2-sipad [ḫe2-en-da-ḫul2-ḫul2]  nam-ba-an-da-X […] ; Now, just …… like a bull to your cattle-pen! Enter for me, and Suen will be delighted with you! Now, just …… like a sheep to your sheepfold! Enter for me, and Dumuzid will be delighted with you! When you lift your head like a bull towards your cattle-pen, Lord Ašimbabbar Suen will be delighted with you! When you raise your head like a sheep in the sheepfold, Dumuzid the shepherd will be delighted with you! 15 lines fragmentary or missing
" ku6 KAŠ4 ba-ba zag nam DAG-ge  ku6-ĝu10 ku6 ḫi-a ḫe2-ga-me-da-an-ku4-ku4  sun4^?- sag9-sag9 u2-lal3 gu7-/gu7\  ku6-ĝu10 suḫur-gal^ku6--ĝu10 ḫe2-ga-me-da-an-ku4-ku4  ^gi-ub-zal gu7-gu7 KU i3-[…]  ku6-ĝu10 suḫur-tur&lt;^ku6--ĝu10> ḫe2-ga-me-da-[an-ku4-ku4]  nundum gal-gal gi-zi naĝ-ĝa2  ḫa-la ḪI-ḪI […]  gu7-gu7-da-bi […]  ku6-ĝu10 eštub^ku6--ĝu10 ḫe2-en-ga-mu-e-da-[an-ku4-ku4]  ^ĝiš-gi-muš gig2 a-šag4-ga ri-a  šaḫ2 ama gan gu2 id2-da-ka niĝ2-silaĝ-ĝa2 kar-kar-re  ku6-ĝu10 gu2-bi2^ku6--ĝu10 ḫe2-en-ga-mu-e-da-an-ku4-ku4 "; The fish who ……. May all kinds of fish also enter with you, my fish! The one with handsome barbels who eats the honey plant, my suḫur-gal fish: may he also enter with you, my fish! The one who always eats …… reeds, ……, my suḫur-tur fish: may he also enter with you, my fish! The one with big lips, who sucks the gizi reeds, 1 line fragmentary whose food ……, my eštub fish: may he also enter with you, my fish! The black punting-pole, engendered in the fields, the farrowing sow who takes away the dough from the river banks, my gubi fish : may he also enter with you, my fish!
